,slide_id,case_id,magnification,level_downsamples
0,TCGA-02-0003-01Z-00-DX3.995C2924-E298-4517-82A4-15806766CE31,TCGA-02-0003,40x,"(1.0, 4.000162444953629, 16.002635252681365)"
1,TCGA-02-0009-01Z-00-DX3.BAA1276B-E4D7-43D4-BDDF-807532462518,TCGA-02-0009,40x,"(1.0, 4.000134383359544, 16.00150157275857, 32.00300314551714)"
2,TCGA-02-0011-01Z-00-DX1.7CF44982-AE5A-47A5-8D07-E526522DC094,TCGA-02-0011,40x,"(1.0, 4.000073468188274, 16.000685736677116, 32.00137147335423)"
3,TCGA-02-0016-01Z-00-DX1.BDC4422F-DA4A-4239-B2CF-F19796446767,TCGA-02-0016,40x,"(1.0, 4.000173957234969, 16.00269592161413, 32.009682465311336)"
4,TCGA-02-0027-01Z-00-DX1.8F83A541-8884-45C8-BE51-04ADE5D8D6F2,TCGA-02-0027,40x,"(1.0, 4.00015031049991, 16.00258738117006, 32.00852954338757)"
5,TCGA-02-0034-01Z-00-DX3.5982B9BA-7F60-4A41-979A-5BF3C81CC74D,TCGA-02-0034,40x,"(1.0, 4.000111210279892, 16.00230971151435, 32.0046194230287)"
6,TCGA-02-0037-01Z-00-DX2.18F6DD22-94C4-4808-8957-213D4A101F83,TCGA-02-0037,40x,"(1.0, 4.000071718862061, 16.002694822460032, 32.00875151897026)"
7,TCGA-02-0038-01Z-00-DX1.5E369837-371E-4845-AD78-84BB48E1A082,TCGA-02-0038,40x,"(1.0, 4.000143830562101, 16.002360417067077, 32.004720834134154)"
8,TCGA-02-0047-01Z-00-DX1.4755D138-5842-4159-848C-4248D6D53DE0,TCGA-02-0047,40x,"(1.0, 4.000149610030963, 16.001693967853686, 32.009773620584426)"
9,TCGA-02-0048-01Z-00-DX1.ADB8ABD8-E1A1-4708-8ADF-0DE96AFADA27,TCGA-02-0048,40x,"(1.0, 4.00007938523356, 16.001703325559653, 32.003406651119306)"
10,TCGA-02-0052-01Z-00-DX1.93BA650B-4E71-43D8-9974-16185F906EB8,TCGA-02-0052,40x,"(1.0, 4.000044957290574, 16.001129085398937, 64.01971005168895)"
11,TCGA-02-0054-01Z-00-DX1.B8AFCEF2-4ED1-4329-854A-313AAECF3093,TCGA-02-0054,40x,"(1.0, 4.000169958942008, 16.001114069682735, 32.00600723912516)"
12,TCGA-02-0058-01Z-00-DX1.6A05C2EB-C782-4F55-A12D-0339747E9BD3,TCGA-02-0058,40x,"(1.0, 4.000059062093948, 16.000933020159003, 32.007441439646726)"
13,TCGA-02-0068-01Z-00-DX1.B1C4CAA6-6493-4AA1-9A48-B4336BB8D16A,TCGA-02-0068,40x,"(1.0, 4.000142056351507, 16.002344414512088, 32.00957964496881)"
14,TCGA-02-0069-01Z-00-DX1.A8BFC1F6-4C3F-4543-86CA-90BBBC627564,TCGA-02-0069,40x,"(1.0, 4.0001636513448595, 16.003273562893156, 32.01011930156021)"
15,TCGA-02-0070-01Z-00-DX1.5E0E6185-E40B-4BDB-A762-03399FBD7C12,TCGA-02-0070,40x,"(1.0, 4.000151217889691, 16.001609087167278, 32.00967239981085)"
16,TCGA-02-0071-01Z-00-DX1.B9C1B58E-7A88-4C92-9E4C-2961A710F9A4,TCGA-02-0071,40x,"(1.0, 4.000164371769875, 16.001534221525603, 32.00694858295656)"
17,TCGA-02-0074-01Z-00-DX1.41EA5863-D100-444D-AC5F-E2E5F5A22D20,TCGA-02-0074,40x,"(1.0, 4.000092956247017, 16.00063519730562, 32.00405985566672)"
18,TCGA-02-0075-01Z-00-DX1.2BFAAE68-2B16-4F00-B412-074E7073EBD3,TCGA-02-0075,40x,"(1.0, 4.000073468188274, 16.001884059025826, 32.00376811805165)"
19,TCGA-02-0079-01Z-00-DX1.846D3C54-C7BD-477F-A33A-D7641DD1CCEC,TCGA-02-0079,40x,"(1.0, 4.000111628204193, 16.00182166239098, 32.00693305202273)"
20,TCGA-02-0086-01Z-00-DX1.E43AA83C-3FD5-4807-A272-8C5415A9226A,TCGA-02-0086,40x,"(1.0, 4.00011811366346, 16.002759907088617, 32.00844215506942)"
21,TCGA-02-0099-01Z-00-DX1.E3BD2989-346F-4580-9E67-23BEEA35094E,TCGA-02-0099,40x,"(1.0, 4.000062753629251, 16.002126310264895, 32.00693131327506)"
22,TCGA-02-0115-01Z-00-DX1.9261988C-1002-4E99-8611-46C722FE49C5,TCGA-02-0115,40x,"(1.0, 4.000099068372172, 16.00216301008559, 32.01103224756085)"
23,TCGA-02-0258-01Z-00-DX2.83DFCB56-FA4A-4F9D-ADA3-CE0C15C81A92,TCGA-02-0258,40x,"(1.0, 4.000175920960688, 16.002587302544633, 32.005174605089266)"
24,TCGA-02-0266-01Z-00-DX2.067FCC66-A77D-4B5C-BF64-9347007B1A81,TCGA-02-0266,40x,"(1.0, 4.000157503245504, 16.00260787175612, 32.00521574351224)"
25,TCGA-02-0281-01Z-00-DX2.4B07E89B-F739-46F6-919C-CA9C716F039E,TCGA-02-0281,40x,"(1.0, 4.000170291758894, 16.00286311618474, 32.00864857326167)"
26,TCGA-02-0289-01Z-00-DX2.4C3CD7F5-C51B-4818-8E7F-7AF0D7A46685,TCGA-02-0289,40x,"(1.0, 4.0001710563674315, 16.003086276347737, 32.01128253627162)"
27,TCGA-02-0317-01Z-00-DX2.15FFEA24-40C1-42C8-AE60-9CD346EE171A,TCGA-02-0317,40x,"(1.0, 4.000102663269278, 16.001615759707953, 32.00994894171834)"
28,TCGA-02-0321-01Z-00-DX2.D25B4964-AF94-46A5-8035-C98A61D387C8,TCGA-02-0321,40x,"(1.0, 4.000105068670384, 16.00144576212068, 32.00847482639882)"
29,TCGA-02-0325-01Z-00-DX2.96FDB1EC-34F1-4E8D-A021-DD1A481AF127,TCGA-02-0325,40x,"(1.0, 4.000070050903657, 16.001949735297096, 32.00688925155046)"
30,TCGA-02-0326-01Z-00-DX2.BDF167EF-A9C3-4BCC-AF1E-F68C55149FF9,TCGA-02-0326,40x,"(1.0, 4.00007530498519, 16.003168376433095, 32.00955150028547)"
31,TCGA-02-0330-01Z-00-DX2.C51F90F7-86E4-4668-9F96-8CE20A30B3A9,TCGA-02-0330,40x,"(1.0, 4.0001397385379835, 16.00141968595017, 32.00880343280332)"
32,TCGA-02-0333-01Z-00-DX2.2163628B-0639-46D6-9587-060955EF1031,TCGA-02-0333,40x,"(1.0, 4.0000640888699, 16.001150217049364, 32.00945343508568)"
33,TCGA-02-0337-01Z-00-DX2.D9CB7383-D647-4B71-9127-D039A2C04B48,TCGA-02-0337,40x,"(1.0, 4.000125645448378, 16.002513252211926, 64.02078000288805)"
34,TCGA-02-0338-01Z-00-DX2.45827D5B-CF01-4AC9-BC51-EC3C521B1A1A,TCGA-02-0338,40x,"(1.0, 4.0001699709676055, 16.001053519224598, 32.00936142477873)"
35,TCGA-02-0339-01Z-00-DX2.540BCD7A-870E-469D-BC9D-FBB9E2FEBDB3,TCGA-02-0339,40x,"(1.0, 4.00012103238203, 16.00170679374487, 32.00687725935852)"
36,TCGA-02-0422-01Z-00-DX2.E354E17A-0E49-4BC7-A8B3-DB6CD1B936EE,TCGA-02-0422,40x,"(1.0, 4.000147016070805, 16.0019673208718, 32.0039346417436)"
37,TCGA-02-0432-01Z-00-DX1.83CB13A3-6ADD-4015-94BA-AA6A759F2F8F,TCGA-02-0432,40x,"(1.0, 4.000086063457456, 16.001318636126626, 32.01043471263715)"
38,TCGA-02-0439-01Z-00-DX3.4F0C70A8-08DE-41F0-AE10-160F250D5783,TCGA-02-0439,40x,"(1.0, 4.000073468188274, 16.000685736677116, 32.00137147335423)"
39,TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035,TCGA-02-0440,40x,"(1.0, 4.000065482167024, 16.00283459251609, 32.00973706748141)"
40,TCGA-02-0446-01Z-00-DX2.DDC76DDC-183C-4B49-8F30-E7945BFDB0BD,TCGA-02-0446,40x,"(1.0, 4.000146961330247, 16.00086014634936, 32.00389907170597)"
41,TCGA-02-0451-01Z-00-DX3.D714D6E1-B97F-41CA-A836-3334EA1B31A5,TCGA-02-0451,40x,"(1.0, 4.000092063772552, 16.00226685443713, 32.00453370887426)"
42,TCGA-06-5408-01Z-00-DX1.4c572122-e7f8-488b-aad1-089301ba2a84,TCGA-06-5408,40x,"(1.0, 4.000047931745195, 16.004516885053796, 32.012102946280166)"
43,TCGA-06-5410-01Z-00-DX1.6fca0716-7c1d-4545-bdde-9cdb3aa6aa5f,TCGA-06-5410,40x,"(1.0, 4.000038611529403, 16.004136237885902, 32.008272475771804)"
44,TCGA-06-5411-01Z-00-DX1.08bf7f79-7346-4b1b-b8a7-e24abf11e848,TCGA-06-5411,40x,"(1.0, 4.000151144233731, 16.00331619524068, 32.01484495415241)"
45,TCGA-06-5412-01Z-00-DX1.039632bd-2493-4a78-839c-3734eae662f8,TCGA-06-5412,40x,"(1.0, 4.000134618443958, 16.00269273452834, 32.008526997141246)"
46,TCGA-06-5413-01Z-00-DX1.6c5e8a47-c2d0-4873-9b32-36857c5f67ac,TCGA-06-5413,40x,"(1.0, 4.000105777028706, 16.00251304049852, 32.00761764625241)"
47,TCGA-06-5414-01Z-00-DX1.9b71e393-8801-480b-90a0-ee533ed24b0c,TCGA-06-5414,40x,"(1.0, 4.000061932287366, 16.00245280081429, 32.01343253852582)"
48,TCGA-06-5415-01Z-00-DX1.182e6c05-1ead-480f-8ffb-deca12aacbd2,TCGA-06-5415,40x,"(1.0, 4.000090268747735, 16.002866672123098, 32.00880252041876)"
49,TCGA-06-5416-01Z-00-DX1.43924d9a-373d-4c69-bc85-4d0d0f26fc14,TCGA-06-5416,40x,"(1.0, 4.0, 16.001915708812263, 32.00637352121524)"
50,TCGA-06-5417-01Z-00-DX1.bf70952e-fdb5-4d0a-b0c1-2823e908f599,TCGA-06-5417,40x,"(1.0, 4.000132345143959, 16.00358768725665, 32.01784476304553)"
51,TCGA-06-5418-01Z-00-DX1.8c45ebb4-528d-4d2d-bde0-05266b51f06c,TCGA-06-5418,40x,"(1.0, 4.000191528388852, 16.00254167184019, 32.01219030743662)"
52,TCGA-06-5856-01Z-00-DX1.9ba8a585-af7f-48b6-8724-ad0f439f4e17,TCGA-06-5856,40x,"(1.0, 4.000283232628399, 16.001132930513595)"
53,TCGA-06-5858-01Z-00-DX1.d964971f-f75f-478a-bc85-10a510bd2835,TCGA-06-5858,40x,"(1.0, 4.000036579120637, 16.00366203886836, 32.01905857979381)"
54,TCGA-06-5859-01Z-00-DX1.ab40e405-f25a-4fd2-95a2-ed86f8a2007f,TCGA-06-5859,40x,"(1.0, 4.000061932287366, 16.00259102147518, 32.017206416189424)"
55,TCGA-06-6388-01Z-00-DX1.14c09c5f-3ea4-4e1e-a5e6-308325383165,TCGA-06-6388,40x,"(1.0, 4.0, 16.001245812026937, 32.00881112255808)"
56,TCGA-06-6389-01Z-00-DX1.ca78be78-49a5-4b56-9482-16ec5350bb40,TCGA-06-6389,40x,"(1.0, 4.000078649328859, 16.000314597315437, 32.00317129822159)"
57,TCGA-06-6390-01Z-00-DX1.b5ab515a-7b50-4e73-a999-f581232b005a,TCGA-06-6390,40x,"(1.0, 4.000228270359437, 16.00583992557117)"
58,TCGA-06-6391-01Z-00-DX1.b5200991-137b-49e9-965c-0d8465e0d63e,TCGA-06-6391,40x,"(1.0, 4.0, 16.00091407678245, 32.00678171393642)"
59,TCGA-08-0244-01Z-00-DX1.37361959-E91D-4B2F-8AB5-A4ED4AEC3A6E,TCGA-08-0244,40x,"(1.0, 4.000241118791191, 16.002250803858523)"
60,TCGA-08-0245-01Z-00-DX1.CFCAFA75-E128-47D9-9F16-43A175738145,TCGA-08-0245,40x,"(1.0, 4.000097618117923, 16.001431918771154, 64.02082782769557)"
61,TCGA-08-0246-01Z-00-DX1.F6215D43-42E5-41B6-AD72-FBC7E2A19D79,TCGA-08-0246,40x,"(1.0, 4.000072836748568, 16.001068376068375, 64.01416225581863)"
62,TCGA-08-0344-01Z-00-DX1.CBE3342B-101B-4610-809A-394AAA7ED421,TCGA-08-0344,40x,"(1.0, 4.000055102490633, 16.00022040996253, 32.00396825396825)"
63,TCGA-08-0345-01Z-00-DX1.DEC032EE-E0D3-4F8A-9008-063BDC17DFBF,TCGA-08-0345,40x,"(1.0, 4.0, 16.00185749242395, 32.0107891526486)"
64,TCGA-08-0346-01Z-00-DX1.DE612CE5-B30C-4E30-9D17-203CE32D364F,TCGA-08-0346,40x,"(1.0, 4.000034202065805, 16.001778872468527, 32.003557744937055)"
65,TCGA-08-0347-01Z-00-DX1.CA3BDEAA-1F85-43A9-99D8-9FB7ED6BCDBD,TCGA-08-0347,40x,"(1.0, 4.00008565555048, 16.00097264267758, 32.00446596274032)"
66,TCGA-08-0348-01Z-00-DX1.8AA2259D-4BC5-4256-9A66-9D07835EB3B8,TCGA-08-0348,40x,"(1.0, 4.000407276676622, 8.00190114068441)"
67,TCGA-08-0349-01Z-00-DX1.3D53FE9F-E4E6-4D73-A339-CCF9CDD81288,TCGA-08-0349,40x,"(1.0, 4.00008290499088, 16.001658374792704, 64.04607405287481)"
68,TCGA-08-0350-01Z-00-DX1.60549F68-E548-4634-8851-B24818FDFA40,TCGA-08-0350,40x,"(1.0, 4.0, 16.001095690284878, 32.002191380569755)"
69,TCGA-08-0351-01Z-00-DX1.F5C2AE7A-1BD1-407A-B615-AA2EE331483E,TCGA-08-0351,40x,"(1.0, 4.000032289312237, 16.000645827951434, 64.03087807324738)"
70,TCGA-08-0353-01Z-00-DX1.C29C6177-3C62-4399-A030-C936156E79D2,TCGA-08-0353,40x,"(1.0, 4.0, 16.001289490651192, 64.019599269863)"
71,TCGA-08-0354-01Z-00-DX1.577F7E82-1CDD-4639-9079-AC24FCE94BF7,TCGA-08-0354,40x,"(1.0, 4.0, 16.000682593856656, 64.02459016393442)"
72,TCGA-08-0355-01Z-00-DX1.07707D65-4EBF-437E-A53D-F779F0AEF7F3,TCGA-08-0355,40x,"(1.0, 4.000090448625181, 16.000361794500723, 32.000723589001446)"
73,TCGA-08-0356-01Z-00-DX1.8E74B4EF-3D96-43F6-BAD5-4A33C9B21B6E,TCGA-08-0356,40x,"(1.0, 4.000046654847439, 16.00093318402389, 64.01915707569793)"
74,TCGA-08-0357-01Z-00-DX1.F0E652B4-DE1D-41AA-A531-FEBC41C62D4F,TCGA-08-0357,40x,"(1.0, 4.0000245218244235, 16.00088287227781, 64.01328534687198)"
75,TCGA-08-0359-01Z-00-DX1.FBED91D4-4D46-4354-ABCF-3D2EBDA42C6D,TCGA-08-0359,40x,"(1.0, 4.000077140653124, 16.00130421391626, 32.008238207045295)"
76,TCGA-08-0360-01Z-00-DX1.CE8208FA-E2FA-44C9-9EA7-9DE5278BD217,TCGA-08-0360,40x,"(1.0, 4.0, 16.001040700869794, 64.03002878745895)"
77,TCGA-08-0373-01Z-00-DX1.F955B61E-5BE6-4084-A0CB-5C566999570B,TCGA-08-0373,40x,"(1.0, 4.000120987256009, 16.002522010589338, 32.01319960512641)"
78,TCGA-08-0375-01Z-00-DX1.76B7554F-0C77-4E2B-A1F7-633E896FB5E3,TCGA-08-0375,40x,"(1.0, 4.0, 16.001372212692967)"
79,TCGA-08-0380-01Z-00-DX1.256C9EAF-9CB6-4ED6-BBCE-CC47C59C02CE,TCGA-08-0380,40x,"(1.0, 4.00002483484826, 16.001041309792402, 32.00744126479421)"
80,TCGA-08-0385-01Z-00-DX1.04C20116-FB88-429D-B6A2-77CF029676F5,TCGA-08-0385,40x,"(1.0, 4.000025497195308, 16.000917992656056, 32.00405205179411)"
81,TCGA-08-0386-01Z-00-DX1.F3BE4054-6C0D-4E04-B9F7-8662AADDC8DF,TCGA-08-0386,40x,"(1.0, 4.000187828700225, 16.002755511022045)"
82,TCGA-08-0389-01Z-00-DX1.F833FAB6-9A7B-4BBB-BF0B-3D4F18DBB8A2,TCGA-08-0389,40x,"(1.0, 4.000083532884112, 16.000779683671198, 32.00750502115861)"
83,TCGA-08-0390-01Z-00-DX1.01310651-CD52-4244-8C13-44001BBAC17E,TCGA-08-0390,40x,"(1.0, 4.000057693417181, 16.00113250179591, 64.0119175347561)"
84,TCGA-08-0392-01Z-00-DX1.BB310D33-3C69-4C1B-BF5C-F0E7E025CF74,TCGA-08-0392,40x,"(1.0, 4.000049957536094, 16.000599520383695, 32.00119904076739)"
85,TCGA-08-0509-01Z-00-DX1.712969EE-F3D2-444C-9A81-179724D6DFDA,TCGA-08-0509,40x,"(1.0, 4.000096581031485, 16.00382235298586)"
86,TCGA-08-0510-01Z-00-DX1.7F32D156-A8BA-40B9-81EB-8BBCEBDB7B4F,TCGA-08-0510,40x,"(1.0, 4.000108554059922, 8.000217108119845)"
87,TCGA-08-0511-01Z-00-DX1.D3DD762E-5B8C-47BB-8E12-1C4076BE21D3,TCGA-08-0511,40x,"(1.0, 4.000023971617605, 16.000863060989644, 32.00172612197929)"
88,TCGA-08-0512-01Z-00-DX1.97698A4E-598B-4D16-94B9-F09CB8AB2D9A,TCGA-08-0512,40x,"(1.0, 4.000157612693076, 16.00147120638924)"
89,TCGA-08-0514-01Z-00-DX1.E8426FFE-1EEE-42CA-81CE-F1118490AF64,TCGA-08-0514,40x,"(1.0, 4.000026093309675, 16.001545701518964, 32.00309140303793)"
90,TCGA-08-0516-01Z-00-DX1.B384463F-9206-424F-B829-600FB602722C,TCGA-08-0516,40x,"(1.0, 4.0, 16.00035906642729, 64.01969636217832)"
91,TCGA-08-0531-01Z-00-DX1.94295471-3786-4561-9AE7-4643A4C14DF4,TCGA-08-0531,40x,"(1.0, 4.000130901474823, 16.0026187150838)"
92,TCGA-12-0619-01Z-00-DX1.5dbe8a66-9996-4f86-881e-025614e0bd9f,TCGA-12-0619,40x,"(1.0, 4.000101200917555, 16.002818110127336)"
93,TCGA-15-0742-01Z-00-DX2.9887D468-E71E-4A1D-AC13-EED57D2BD20A,TCGA-15-0742,40x,"(1.0, 4.0, 16.001638311339544, 32.0058384671579)"
94,TCGA-15-1444-01Z-00-DX1.FF2FF962-40EA-4122-B33A-5BF4ED007761,TCGA-15-1444,40x,"(1.0, 4.0, 16.0, 32.0032693093584)"
95,TCGA-15-1444-01Z-00-DX2.76CD1F22-4894-4390-ADCC-BC88CB42FD96,TCGA-15-1444,40x,"(1.0, 4.000043626210627, 16.001393772987477, 32.004872644013176)"
96,TCGA-15-1446-01Z-00-DX2.2BBD436C-A472-4B8F-8C15-F5692B05E30B,TCGA-15-1446,40x,"(1.0, 4.000025589845949, 16.001971183678403, 32.00650421183562)"
97,TCGA-15-1447-01Z-00-DX2.B37BDCDA-F6E7-45F3-9208-3E79DCED70F3,TCGA-15-1447,40x,"(1.0, 4.000100725221595, 16.00040290088638, 32.00510478237507)"
98,TCGA-15-1449-01Z-00-DX2.359C5184-E5FD-4131-99D7-9F13DFC11B04,TCGA-15-1449,40x,"(1.0, 4.0000718700589335, 16.001437607820584, 32.00523440172198)"
99,TCGA-15-1449-01Z-00-DX3.40E1E7B7-68DC-4841-86D6-E8DFA9B6959D,TCGA-15-1449,40x,"(1.0, 4.00004835589942, 16.00019342359768, 32.002666049474556)"
100,TCGA-19-0955-01Z-00-DX1.b37ceacd-c458-4f1f-a322-6942731e7953,TCGA-19-0955,40x,"(1.0, 4.000056423856006, 16.00158013544018, 32.00316027088036)"
101,TCGA-19-0957-01Z-00-DX1.8d965dd2-33a9-4ece-b902-0c4152cb63e8,TCGA-19-0957,40x,"(1.0, 4.000056423856006, 16.00158013544018, 32.00622071464471)"
102,TCGA-19-0960-01Z-00-DX1.b7c197ae-a66a-4b6f-8598-530dc5a0cc81,TCGA-19-0960,40x,"(1.0, 4.0000181303937925, 16.002825473725117, 32.014348961289585)"
103,TCGA-19-0962-01Z-00-DX1.5e07aacc-4c4e-454f-8779-b35e654641e3,TCGA-19-0962,40x,"(1.0, 4.000056423856006, 16.00158013544018, 32.005954542623286)"
104,TCGA-19-0964-01Z-00-DX1.ecb3c396-699c-4101-8d04-50ce133c5ff5,TCGA-19-0964,40x,"(1.0, 4.000056731151075, 16.00245717510307, 32.00491435020614)"
105,TCGA-19-1385-01Z-00-DX1.08e05d7e-2687-4bf3-8955-2ed4ccb62567,TCGA-19-1385,40x,"(1.0, 4.000033674568965, 16.00013469827586, 32.00332984031607)"
106,TCGA-19-1386-01Z-00-DX1.07c678e9-131c-4548-a70f-bcff22967210,TCGA-19-1386,40x,"(1.0, 4.0, 16.002633889376646)"
107,TCGA-19-1387-01Z-00-DX1.fd111d54-f1da-4ab9-8104-1f73c72808a8,TCGA-19-1387,40x,"(1.0, 4.000056423856006, 16.002327379975952, 32.007644575813096)"
108,TCGA-19-1390-01Z-00-DX1.43babbc9-2f65-46c8-b61f-27b1e533816a,TCGA-19-1390,40x,"(1.0, 4.000130191381331, 16.004034687886282)"
109,TCGA-19-1392-01Z-00-DX1.b24efa0b-9f82-4e95-8401-0523059ba63c,TCGA-19-1392,40x,"(1.0, 4.000056423856006, 16.00216433289892, 32.00666596763759)"
110,TCGA-19-1786-01Z-00-DX1.aadf9681-c45a-4c27-a6ec-ae122251ebc7,TCGA-19-1786,40x,"(1.0, 4.000043440486533, 16.001564129301357)"
111,TCGA-19-1787-01Z-00-DX1.3eb5b463-8b2f-458f-b1e1-df6ecf20ef26,TCGA-19-1787,40x,"(1.0, 4.000373195436562, 16.003967315493277, 32.020004974166426)"
112,TCGA-19-1788-01Z-00-DX1.99757d26-ef91-46a8-a456-6dea4ff99732,TCGA-19-1788,40x,"(1.0, 4.000390802164162, 8.001531334859347)"
113,TCGA-19-1789-01Z-00-DX1.3cfc05c7-bd43-49ed-b182-e49d4da108ec,TCGA-19-1789,40x,"(1.0, 4.000337777377931, 16.004195878656144)"
114,TCGA-19-1790-01Z-00-DX1.f3a28d6f-80ed-4327-ba1e-317dc76ab693,TCGA-19-1790,40x,"(1.0, 4.000069245683686, 16.00121911455011, 64.0226170695023)"
115,TCGA-19-1791-01Z-00-DX1.8499e6d2-4827-435e-9d52-7f6f9bb29c41,TCGA-19-1791,40x,"(1.0, 4.000128069541188, 16.00256173731173, 32.007209235169185)"
116,TCGA-19-2619-01Z-00-DX1.ed7e1a51-2352-4162-81f2-4a3b3bdab22c,TCGA-19-2619,40x,"(1.0, 4.000106597561741, 16.00164191243134, 32.00618585845655)"
117,TCGA-19-2620-01Z-00-DX1.b52311cf-5861-4653-9d87-bcc3389874ef,TCGA-19-2620,40x,"(1.0, 4.000161073548368, 16.00180825504759, 32.018037376662996)"
118,TCGA-19-2621-01Z-00-DX1.bfcead70-24b9-469b-bcfa-ccaf128b7486,TCGA-19-2621,40x,"(1.0, 4.000181757297151, 16.002398030097638, 32.004796060195275)"
119,TCGA-19-2623-01Z-00-DX1.303097dd-33f1-4f95-990f-306ca2474b00,TCGA-19-2623,40x,"(1.0, 4.000091779698913, 16.00410668275652, 64.03282699375765)"
120,TCGA-19-2624-01Z-00-DX1.c01c3780-3e33-4068-8ce4-c67db1cccacb,TCGA-19-2624,40x,"(1.0, 4.000073221908222, 16.00300789651329, 32.00601579302658)"
121,TCGA-19-2625-01Z-00-DX1.812ac6a5-2d50-43eb-980c-d3d28e33129c,TCGA-19-2625,40x,"(1.0, 4.000126807414938, 16.002924108412653, 32.01296539805026)"
122,TCGA-19-2629-01Z-00-DX1.90082b7f-f716-402f-9213-bbf3d7b74298,TCGA-19-2629,40x,"(1.0, 4.0000587337013975, 16.001174812030076, 32.01189616343963)"
123,TCGA-19-2631-01Z-00-DX1.cfe16b12-cd2e-4c77-927d-fa3c7ff54e11,TCGA-19-2631,40x,"(1.0, 4.000089413447783, 16.00035765379113, 32.00071530758226)"
124,TCGA-19-4065-01Z-00-DX1.ae849f85-f1b0-4979-82c0-eb22c61d2acb,TCGA-19-4065,40x,"(1.0, 4.0, 16.002552648372685, 32.01784376933347)"
125,TCGA-19-4068-01Z-00-DX1.923018f2-10fd-4191-a9f8-e098495f2377,TCGA-19-4068,40x,"(1.0, 4.000053462594005, 16.003178171453477, 32.01708379487674)"
126,TCGA-19-5947-01Z-00-DX1.8f5a42c0-87d5-4c73-9dcb-f054c5a7a96f,TCGA-19-5947,40x,"(1.0, 4.000058783341146, 16.00098656905663, 64.03103281080068)"
127,TCGA-19-5950-01Z-00-DX1.4ee3aa4f-8cd7-4acd-b6e3-2829adf8da7a,TCGA-19-5950,40x,"(1.0, 4.00011390747275, 16.001193190212405, 32.00516726612756)"
128,TCGA-19-5951-01Z-00-DX1.a0b16abe-6c89-4fc1-95c5-56757360896b,TCGA-19-5951,40x,"(1.0, 4.0000741449929365, 16.00108106674343, 64.02316488059483)"
129,TCGA-19-5952-01Z-00-DX1.286b1d55-5634-4a8a-a8f1-08bbfc861dbd,TCGA-19-5952,40x,"(1.0, 4.000023610520849, 16.000705523279677, 64.01864972670253)"
130,TCGA-19-5953-01Z-00-DX1.c069ba1e-7819-4e22-b1cd-c431b93b1eb8,TCGA-19-5953,40x,"(1.0, 4.000097478863274, 16.001572380844777, 64.00628952337911)"
131,TCGA-19-5954-01Z-00-DX1.b2e11be4-3f71-4d05-9405-c41dee3fc5b5,TCGA-19-5954,40x,"(1.0, 4.000105143144269, 16.001734448507328, 64.01578770835555)"
132,TCGA-19-5955-01Z-00-DX1.ef448923-881d-47cd-89fd-261f0a1c7f49,TCGA-19-5955,40x,"(1.0, 4.000101903651373, 16.00107937075653, 64.00431748302611)"
133,TCGA-19-5956-01Z-00-DX1.f50d2a6f-1937-48ac-b198-e6d70870c75c,TCGA-19-5956,40x,"(1.0, 4.000053106744557, 16.001637456229254, 64.03616734380749)"
134,TCGA-19-5958-01Z-00-DX1.1eab6caf-602c-4000-9683-c44a925ec0a5,TCGA-19-5958,40x,"(1.0, 4.000063938918318, 16.001063605129996, 64.00425442051998)"
135,TCGA-19-5959-01Z-00-DX1.86907dc7-c0ce-48e6-b67c-a3134f8b4aa2,TCGA-19-5959,40x,"(1.0, 4.000058939157209, 16.000797953779987, 64.03019116528216)"
136,TCGA-19-5960-01Z-00-DX1.3376dcf2-9873-445e-83a9-95c5b208efc7,TCGA-19-5960,40x,"(1.0, 4.000086241632209, 16.0013079277683, 64.01730860622845)"
137,TCGA-19-A60I-01Z-00-DX5.05096091-8734-43DC-A096-51D5DC818831,TCGA-19-A60I,40x,"(1.0, 4.0, 16.00142551674982)"
138,TCGA-19-A60I-01Z-00-DX3.B8805D4C-34B8-4DA2-92F2-E10622A41985,TCGA-19-A60I,40x,"(1.0, 4.000089190153407, 16.000356760613627)"
139,TCGA-19-A60I-01Z-00-DX1.3893212E-986C-449D-B0EC-C90D2DD907E2,TCGA-19-A60I,40x,"(1.0, 4.000084537999831, 16.00238675445827)"
140,TCGA-19-A60I-01Z-00-DX2.97CE9B76-600C-4C46-BFEC-E94E013A4BC1,TCGA-19-A60I,40x,"(1.0, 4.000044428647592, 16.002868348654005)"
141,TCGA-19-A60I-01Z-00-DX4.A81931DB-A626-451B-A2F8-43C2FB4A1B64,TCGA-19-A60I,40x,"(1.0, 4.000129971406291, 16.002531563139414)"
142,TCGA-19-A60I-01Z-00-DX6.B8858C6F-BE89-4009-9CCD-57426ABF99FB,TCGA-19-A60I,40x,"(1.0, 4.000081413335504, 16.00365234298613)"
143,TCGA-19-A6J4-01Z-00-DX1.515A82A7-8BCE-4BAE-B052-9D5B114EF51A,TCGA-19-A6J4,40x,"(1.0, 4.000095993947092, 16.00222675187169, 32.006906950497935)"
144,TCGA-19-A6J5-01Z-00-DX5.2E64593D-D277-44C5-9914-E632F53C1710,TCGA-19-A6J5,40x,"(1.0, 4.000089643219985, 16.000836720057375, 64.03308111716925)"
