,slide_id,case_id,magnification,level_downsamples
159,TCGA-06-0174-01Z-00-DX3.23b6e12e-dfc1-4c6f-903e-170038a0e055,TCGA-06-0174,20x,"(1.0, 4.0003489736070375, 8.001730604965504)"
160,TCGA-06-0174-01Z-00-DX1.85e41742-7e59-49d8-aaae-20feccaa2f68,TCGA-06-0174,20x,"(1.0, 4.000207555002076)"
161,TCGA-06-0176-01Z-00-DX2.25e77a0c-317f-40e1-bd80-401f4df22d20,TCGA-06-0176,20x,"(1.0, 4.000223981335928, 16.002693021862832)"
162,TCGA-06-0176-01Z-00-DX3.43d33689-7bea-4a18-b6dd-cf0c2df4a584,TCGA-06-0176,20x,"(1.0, 4.000144696969697, 16.000578787878787)"
163,TCGA-06-0176-01Z-00-DX4.98c6f166-0c65-47c5-9d26-c4e524b25577,TCGA-06-0176,20x,"(1.0, 4.000211623721523, 16.00084649488609)"
164,TCGA-06-0176-01Z-00-DX1.bc0aabdd-adc2-4aae-830a-2c30cad01027,TCGA-06-0176,20x,"(1.0, 4.0, 8.000936768149883)"
165,TCGA-06-0178-01Z-00-DX8.b2b00151-d54b-4807-8cbf-69a74629604f,TCGA-06-0178,20x,"(1.0, 4.000149041866168, 16.00152642706131)"
166,TCGA-06-0178-01Z-00-DX6.eba88ad1-41fa-4e77-b4d7-afd5299cbe44,TCGA-06-0178,20x,"(1.0, 4.00008695652174, 16.002339857959466)"
167,TCGA-06-0178-01Z-00-DX2.e49e7c16-8370-42ae-977b-f4bd62ad49b6,TCGA-06-0178,20x,"(1.0, 4.000198262821451, 16.00337050921587, 32.01062092320204)"
168,TCGA-06-0178-01Z-00-DX7.7b7bc1d8-99b2-4895-b9b7-a425443b9a28,TCGA-06-0178,20x,"(1.0, 4.000247278512813, 16.00286545162155)"
169,TCGA-06-0178-01Z-00-DX3.5af7f552-ac16-45a0-a894-8fb99e46ad87,TCGA-06-0178,20x,"(1.0, 4.0000526315789475, 16.00117021921406)"
170,TCGA-06-0178-01Z-00-DX4.16c7b728-c6ba-496f-8dc8-4f5bb4a38e56,TCGA-06-0178,20x,"(1.0, 4.00008695652174, 16.00290973898192)"
171,TCGA-06-0178-01Z-00-DX5.7ab03a67-87f7-4e71-82fa-250518378f49,TCGA-06-0178,20x,"(1.0, 4.0000625, 16.001900846058604)"
172,TCGA-06-0178-01Z-00-DX1.6102d1a4-610b-4c5e-abc8-17dce6b84911,TCGA-06-0178,20x,"(1.0, 4.000106695770496, 16.003149183303087)"
173,TCGA-06-0184-01Z-00-DX3.05b0e8e2-9a0a-460f-a7f7-f87a425ad1f1,TCGA-06-0184,20x,"(1.0, 4.000254933147771, 16.00189469498131)"
174,TCGA-06-0184-01Z-00-DX2.b2242e9f-fac3-4e80-a82c-413e32332b68,TCGA-06-0184,20x,"(1.0, 4.000240963668759, 16.002823616922363)"
175,TCGA-06-0184-01Z-00-DX4.9beaedc5-cc34-4ebc-a0e5-318ef0fd2765,TCGA-06-0184,20x,"(1.0, 4.000114455308177, 16.001400356058227)"
176,TCGA-06-0184-01Z-00-DX1.aa1c8dbf-ae23-4f98-8b44-86bcbb24e839,TCGA-06-0184,20x,"(1.0, 4.0000800000000005, 16.003106809103578)"
177,TCGA-06-0185-01Z-00-DX1.63a424a7-724c-45f4-9eee-c7fc1eda49a6,TCGA-06-0185,20x,"(1.0, 4.0001121553884715, 16.000448621553886)"
178,TCGA-06-0187-01Z-00-DX3.e8345881-5d2e-4880-b1db-d28ebd302664,TCGA-06-0187,20x,"(1.0, 4.0, 8.0)"
179,TCGA-06-0187-01Z-00-DX1.cdb244df-72af-4ffa-b063-a4ab81f89617,TCGA-06-0187,20x,"(1.0, 4.0003485130111525, 8.000697026022305)"
180,TCGA-06-0187-01Z-00-DX4.defa1a76-b328-474e-8bdb-2382cc05ada4,TCGA-06-0187,20x,"(1.0, 4.000269322122465, 16.0022176612188)"
181,TCGA-06-0187-01Z-00-DX2.87f7b94d-c9d3-4ed3-9bb3-2e37d810e2ea,TCGA-06-0187,20x,"(1.0, 4.000409948073244)"
182,TCGA-06-0188-01Z-00-DX4.c3e0e229-4c7c-4e4b-b2fa-9e9a835d6cf3,TCGA-06-0188,20x,"(1.0, 4.000127507530603, 16.000510030122413)"
183,TCGA-06-0188-01Z-00-DX6.d85af94e-adbb-4489-b98f-57d2431e28f6,TCGA-06-0188,20x,"(1.0, 4.0001761829652995, 16.0017143866734)"
184,TCGA-06-0188-01Z-00-DX7.f175e12e-b350-41a7-8dfa-3095909a7e04,TCGA-06-0188,20x,"(1.0, 4.000071428571429, 16.002766078072405)"
185,TCGA-06-0188-01Z-00-DX3.4e48d0b9-9941-4b05-9f11-dfe5e3c855a9,TCGA-06-0188,20x,"(1.0, 4.000047619047619, 16.000190476190475)"
186,TCGA-06-0188-01Z-00-DX5.133f13cc-4387-4abc-b47d-05b5870cfe2e,TCGA-06-0188,20x,"(1.0, 4.0000625, 16.001598617666893)"
187,TCGA-06-0188-01Z-00-DX1.0f407c83-b086-4b9b-815f-a300c8ab8f22,TCGA-06-0188,20x,"(1.0, 4.000076923076923, 16.001962636453328)"
188,TCGA-06-0188-01Z-00-DX2.a6885b32-1397-4158-824e-1b7faa11f954,TCGA-06-0188,20x,"(1.0, 4.000151026921857, 16.001566137566137)"
189,TCGA-06-0189-01Z-00-DX3.8e42ed95-d001-430a-a24f-65e7838ff95a,TCGA-06-0189,20x,"(1.0, 4.000249515413823, 8.000499030827646)"
190,TCGA-06-0189-01Z-00-DX1.1d688f71-dfa3-482e-98f8-d667201b50ed,TCGA-06-0189,20x,"(1.0, 4.0000625, 16.00025)"
191,TCGA-06-0189-01Z-00-DX2.675bdae0-98f7-4aa2-ae7e-7ae96a0202b7,TCGA-06-0189,20x,"(1.0, 4.000227333116086, 16.002554196084724, 32.008231066909076)"
192,TCGA-06-0189-01Z-00-DX4.bc4d88a2-dd59-41b4-9218-e3cb458bb5f4,TCGA-06-0189,20x,"(1.0, 4.000175913976339, 16.001525728549517, 32.01275409322486)"
193,TCGA-06-0190-01Z-00-DX1.84da294a-81f2-4820-b72e-f084769f771a,TCGA-06-0190,20x,"(1.0, 4.000209101614935, 16.004593744850542)"
194,TCGA-06-0192-01Z-00-DX2.3cf7443b-1e5a-4d18-bb93-8000efe53777,TCGA-06-0192,20x,"(1.0, 4.000248628792835, 16.00099451517134, 32.00198903034268)"
195,TCGA-06-0192-01Z-00-DX1.2b015dd0-c962-4c36-a472-8ead6806374a,TCGA-06-0192,20x,"(1.0, 4.000066666666667, 16.00111197520428)"
196,TCGA-06-0195-01Z-00-DX2.5327662a-89b0-4297-ac6e-7af80f06cb3a,TCGA-06-0195,20x,"(1.0, 4.000074351599388, 16.00386718304178)"
197,TCGA-06-0195-01Z-00-DX3.6a796dec-5f1f-404e-b100-70e7abe3c45a,TCGA-06-0195,20x,"(1.0, 4.000025672622716, 16.000967742393975)"
198,TCGA-06-0195-01Z-00-DX1.c22cac2c-b46b-4731-ac79-cdc0d24b2461,TCGA-06-0195,20x,"(1.0, 4.000195399952426, 16.003908894021535)"
199,TCGA-06-0195-01Z-00-DX4.9118166e-d483-455f-ba81-2a0cdfdc6ad7,TCGA-06-0195,20x,"(1.0, 4.000080583097743, 16.00142732384159)"
200,TCGA-06-0195-01Z-00-DX5.f0adc4a5-671d-4b0f-9ae1-de3869c199b3,TCGA-06-0195,20x,"(1.0, 4.000266991191314, 16.004697399513155)"
201,TCGA-06-0197-01Z-00-DX1.8b3d8c3f-2320-4ab4-a9aa-e3b8a68d267f,TCGA-06-0197,20x,"(1.0, 4.000117799505242, 16.00354671474469)"
202,TCGA-06-0197-01Z-00-DX3.ad53065b-33ac-4dd9-bd1a-98ef2c8fa057,TCGA-06-0197,20x,"(1.0, 4.000281622145408, 16.00461696654671)"
203,TCGA-06-0197-01Z-00-DX2.3e580bbd-caea-4d70-aa95-974618f337ce,TCGA-06-0197,20x,"(1.0, 4.000071520526391, 16.00372066399542)"
204,TCGA-06-0201-01Z-00-DX2.0371aa1e-fb00-4aea-abe8-ceb12a9db04f,TCGA-06-0201,20x,"(1.0, 4.000200267022697, 16.005453757458476)"
205,TCGA-06-0201-01Z-00-DX1.c3a5e3a4-7614-4446-b1a3-59c585063744,TCGA-06-0201,20x,"(1.0, 4.000175389922196, 16.003487493322098)"
206,TCGA-06-0206-01Z-00-DX4.c55f15a4-5091-4a92-841d-1339f497ea47,TCGA-06-0206,20x,"(1.0, 4.000202305728036, 16.00571539985244)"
207,TCGA-06-0206-01Z-00-DX3.00cfa9c4-d943-4821-983a-a65218de29ef,TCGA-06-0206,20x,"(1.0, 4.000132469192865, 16.004770158593594)"
208,TCGA-06-0206-01Z-00-DX2.df39f5d7-9d4b-489d-8f86-1a9ae9793ab7,TCGA-06-0206,20x,"(1.0, 4.001206757843926)"
209,TCGA-06-0206-01Z-00-DX1.5ede33b2-4778-4e33-bb83-17f81bb35aca,TCGA-06-0206,20x,"(1.0, 4.000429553264604)"
210,TCGA-06-0208-01Z-00-DX1.cea28355-3b64-48e6-b5f7-9a0d2b319150,TCGA-06-0208,20x,"(1.0, 4.000287023736277, 8.000574047472554)"
211,TCGA-06-0208-01Z-00-DX2.7578ffcb-f02a-41dd-8456-71f333407a6d,TCGA-06-0208,20x,"(1.0, 4.000054077438893, 16.003340451772985)"
212,TCGA-06-0208-01Z-00-DX4.b377f84e-cc15-428c-8027-df259709bf38,TCGA-06-0208,20x,"(1.0, 4.0000810372459155, 16.002917824105012)"
213,TCGA-06-0208-01Z-00-DX6.f811b11c-b042-42cb-ba9f-81747fb15fde,TCGA-06-0208,20x,"(1.0, 4.000090561249492, 16.0018113900467)"
214,TCGA-06-0208-01Z-00-DX5.40d283d7-194d-454a-88de-8c1373696f73,TCGA-06-0208,20x,"(1.0, 4.000232909163309, 16.002388367188516)"
215,TCGA-06-0208-01Z-00-DX3.99d68d3a-5884-4eb8-bdee-8ed1bc08bc61,TCGA-06-0208,20x,"(1.0, 4.000095297897912, 16.001048762258808)"
216,TCGA-06-0209-01Z-00-DX5.1f44756d-7ad7-401c-bf8b-ecc88704d92d,TCGA-06-0209,20x,"(1.0, 4.000062578222778, 16.002561560965074)"
217,TCGA-06-0209-01Z-00-DX6.4c470a76-e452-42a8-a4bf-3c0bdf9c46ff,TCGA-06-0209,20x,"(1.0, 4.000224098042324, 16.002353122704577)"
218,TCGA-06-0209-01Z-00-DX7.466111c9-2c18-477b-a699-540983a3c36c,TCGA-06-0209,20x,"(1.0, 4.000183112072635, 16.003353701569708)"
219,TCGA-06-0209-01Z-00-DX2.696bfc96-020e-41c4-9a3a-e34e170d0e50,TCGA-06-0209,20x,"(1.0, 4.000071520526391, 16.006306313639893)"
220,TCGA-06-0209-01Z-00-DX1.d6963fa7-3427-4088-8dc3-cfc489ac0ddf,TCGA-06-0209,20x,"(1.0, 4.000328587075575, 8.002535244584667)"
221,TCGA-06-0209-01Z-00-DX8.4a540299-b778-43e4-b80b-f70d5f222378,TCGA-06-0209,20x,"(1.0, 4.0002229813565195, 16.004814417421713)"
222,TCGA-06-0209-01Z-00-DX4.697ea567-9fed-423c-a332-0d61b81ce9e2,TCGA-06-0209,20x,"(1.0, 4.000232684822914, 16.004748842865023)"
223,TCGA-06-0209-01Z-00-DX3.61264925-3a41-4400-8724-96261018ecfb,TCGA-06-0209,20x,"(1.0, 4.000202847982875, 16.005838539364266)"
224,TCGA-06-0210-01Z-00-DX5.ac28952b-2394-4477-a9eb-276b0d6e9d67,TCGA-06-0210,20x,"(1.0, 4.000225603731321, 16.00680327805214)"
225,TCGA-06-0210-01Z-00-DX3.4974dd3d-13bb-4200-ab3d-3dfd1dcffbb9,TCGA-06-0210,20x,"(1.0, 4.000110877037366, 16.003105590062113)"
226,TCGA-06-0210-01Z-00-DX2.1e456f3b-bebb-4606-9072-393abf077ef0,TCGA-06-0210,20x,"(1.0, 4.000215820670691, 16.006607500023133)"
227,TCGA-06-0210-01Z-00-DX4.58a33622-8ece-4934-b8bd-9aa64485ab4c,TCGA-06-0210,20x,"(1.0, 4.00016688918558, 8.00033377837116)"
228,TCGA-06-0210-01Z-00-DX1.14cee57f-1239-4e5a-8bab-f70fa36dd367,TCGA-06-0210,20x,"(1.0, 4.000432375911244, 8.000864751822489)"
229,TCGA-06-0211-01Z-00-DX1.9c0772e4-c956-4f0a-bfc2-dc03640167a9,TCGA-06-0211,20x,"(1.0, 4.000347082940017, 8.000694165880034)"
230,TCGA-06-0211-01Z-00-DX2.dea01d17-0a8c-4e58-a82a-9b2de99258af,TCGA-06-0211,20x,"(1.0, 4.000062578222778, 16.003445275183335)"
231,TCGA-06-0213-01Z-00-DX2.5968b29e-a689-4d8a-80b0-e0ffff8bcec6,TCGA-06-0213,20x,"(1.0, 4.00024513809446, 16.006811744468713)"
232,TCGA-06-0213-01Z-00-DX4.2e849308-80d0-4cd1-92c2-8649c790095c,TCGA-06-0213,20x,"(1.0, 4.000624134686913)"
233,TCGA-06-0213-01Z-00-DX3.337437a8-ffca-4ca2-9b94-902ce032d5f4,TCGA-06-0213,20x,"(1.0, 4.000226519489678, 8.001222898952163)"
234,TCGA-06-0213-01Z-00-DX5.09126b9a-a487-4a3e-ad6c-935a2786ce47,TCGA-06-0213,20x,"(1.0, 4.000155066322122, 16.008067207505093)"
235,TCGA-06-0213-01Z-00-DX1.16219fe9-0be9-46b2-9190-02b981c4bc39,TCGA-06-0213,20x,"(1.0, 4.000065513626835, 16.003714298465912)"
236,TCGA-06-0214-01Z-00-DX3.a2d6733a-d151-434f-bd63-ed3977dfd3af,TCGA-06-0214,20x,"(1.0, 4.0000744601638125, 16.00231348771068)"
237,TCGA-06-0214-01Z-00-DX1.96cbe709-d077-4613-bfcd-2fdb0485cdb6,TCGA-06-0214,20x,"(1.0, 4.000154257507199, 16.001747931923056)"
238,TCGA-06-0214-01Z-00-DX2.b30c4c85-604f-42ea-b2f8-e583566fcefe,TCGA-06-0214,20x,"(1.0, 4.000188444420875, 16.00273452265511)"
239,TCGA-06-0216-01Z-00-DX2.f0041db3-39da-48a8-860e-b25876ff537e,TCGA-06-0216,20x,"(1.0, 4.000129439446486, 16.00466102739895)"
240,TCGA-06-0216-01Z-00-DX5.b9a89800-36b0-47ec-b510-75a74f2e433c,TCGA-06-0216,20x,"(1.0, 4.0001480751547485, 16.000592300618994)"
241,TCGA-06-0216-01Z-00-DX3.78c3b2fb-8e64-4f1a-a5af-765c92286b90,TCGA-06-0216,20x,"(1.0, 4.000205803292285, 16.002524752490856)"
242,TCGA-06-0216-01Z-00-DX4.3c6ee8ee-81df-4714-b04d-3088c11b0aa2,TCGA-06-0216,20x,"(1.0, 4.000186160241563, 16.00521395847602)"
243,TCGA-06-0216-01Z-00-DX1.dfa5d225-9ccb-44af-83f2-9af3f2e825db,TCGA-06-0216,20x,"(1.0, 4.000126694539466, 16.001520527116067)"
244,TCGA-06-0219-01Z-00-DX2.530ad4a9-eed1-4127-8dd3-b0a7a6cb2b7d,TCGA-06-0219,20x,"(1.0, 4.000175243274295, 16.00293311115623)"
245,TCGA-06-0219-01Z-00-DX1.592a9605-e9ec-46f5-a055-5001088f47d0,TCGA-06-0219,20x,"(1.0, 4.000232684164893, 16.00606015697933)"
246,TCGA-06-0221-01Z-00-DX4.70dc7a1a-7a7e-4f4d-953b-5e01efdaab1e,TCGA-06-0221,20x,"(1.0, 4.000314658296233, 16.007579359419324)"
247,TCGA-06-0221-01Z-00-DX3.588e9caf-660f-4f6a-be47-84e92f5a3e77,TCGA-06-0221,20x,"(1.0, 4.000452766981766, 16.00533908468693)"
248,TCGA-06-0221-01Z-00-DX2.a6568186-9532-43de-b575-be4c245b136f,TCGA-06-0221,20x,"(1.0, 4.000201775625504, 8.000403551251008)"
249,TCGA-06-0221-01Z-00-DX6.fb20aa5d-8011-481c-a7b6-44d0575f9e2e,TCGA-06-0221,20x,"(1.0, 4.00035390834015, 16.008364906625452)"
250,TCGA-06-0221-01Z-00-DX5.af8d73e4-58f1-4fb7-80dd-3d1e3a769874,TCGA-06-0221,20x,"(1.0, 4.000418827911426, 8.00236685307904)"
251,TCGA-06-0221-01Z-00-DX1.bc444e2a-9530-453a-b494-ec31ee5db9c1,TCGA-06-0221,20x,"(1.0, 4.000200561572402, 16.005919418784536)"
252,TCGA-06-0237-01Z-00-DX2.684d94ed-c551-4460-96de-5cdfa0c36622,TCGA-06-0237,20x,"(1.0, 4.00023154735438, 16.004485172004745)"
253,TCGA-06-0237-01Z-00-DX1.0705028b-46e9-41b0-8083-c347fb746b96,TCGA-06-0237,20x,"(1.0, 4.0, 8.000716845878136)"
254,TCGA-06-0238-01Z-00-DX1.3ee95605-124e-4849-a36b-eee7e19ce3de,TCGA-06-0238,20x,"(1.0, 4.000406173842404, 8.00189599133261)"
255,TCGA-06-0241-01Z-00-DX1.69ba208e-6941-454a-93ef-70268a646e62,TCGA-06-0241,20x,"(1.0, 4.000090909090909, 16.003054219323275)"
256,TCGA-06-0644-01Z-00-DX1.bbce7e5c-6df3-4963-ac75-9f566a2fde12,TCGA-06-0644,20x,"(1.0, 4.000127681307457, 8.000255362614913)"
257,TCGA-06-0645-01Z-00-DX1.ffca480d-519c-4628-844c-946b5d000d01,TCGA-06-0645,20x,"(1.0, 4.000090909090909, 8.001181818181818)"
258,TCGA-06-0646-01Z-00-DX2.81b40946-c2b9-4850-9f96-da44593561a5,TCGA-06-0646,20x,"(1.0, 4.000076923076923, 16.00120294745541)"
259,TCGA-06-0646-01Z-00-DX3.4e029189-ecef-4e12-be1a-c67fbdf8e22b,TCGA-06-0646,20x,"(1.0, 4.000116099746076, 16.001289843302757)"
260,TCGA-06-0646-01Z-00-DX1.459f1e60-f299-4fea-bc00-9aa068e67f76,TCGA-06-0646,20x,"(1.0, 4.000132553183201, 16.002177701589563, 32.00781575107027)"
261,TCGA-06-0648-01Z-00-DX1.9e5a6a97-8bef-41a5-9c7b-675b254f4aad,TCGA-06-0648,20x,"(1.0, 4.000178062678063, 16.002637178527458)"
262,TCGA-06-0648-01Z-00-DX2.f9ec13f9-adc9-4e6b-bc78-01a00e415ffe,TCGA-06-0648,20x,"(1.0, 4.000134264232009, 16.002461984743242)"
263,TCGA-06-0649-01Z-00-DX1.6319b11e-055a-4ef9-98d7-02dac5f649fe,TCGA-06-0649,20x,"(1.0, 4.00008695652174, 16.00430039525692)"
264,TCGA-06-0649-01Z-00-DX2.d9e0f4c7-cfea-4724-9109-a9642c530def,TCGA-06-0649,20x,"(1.0, 4.000156298843389, 16.003126954346467)"
265,TCGA-06-0686-01Z-00-DX2.a8bb8d8a-c768-4ef4-81ec-1172b8110c2f,TCGA-06-0686,20x,"(1.0, 4.0, 16.0)"
266,TCGA-06-0686-01Z-00-DX1.fc0b2e05-94e0-4540-b519-6fc0c81e8d6f,TCGA-06-0686,20x,"(1.0, 4.0002259023354565, 16.000903609341826)"
267,TCGA-06-0743-01Z-00-DX1.efc295e1-bb7b-4706-99e9-01901c3869d2,TCGA-06-0743,20x,"(1.0, 4.0, 16.0)"
268,TCGA-06-0744-01Z-00-DX1.948cea15-dbea-483c-becb-78166086ec0a,TCGA-06-0744,20x,"(1.0, 4.0001424501691485, 16.001394564198687, 32.01327054383421)"
269,TCGA-06-0745-01Z-00-DX1.3e0f266b-f1b5-42cb-8633-8cea6ee0ba6e,TCGA-06-0745,20x,"(1.0, 4.000226387249114, 16.000905548996457)"
270,TCGA-06-0747-01Z-00-DX2.3c60f8bf-1e53-406a-89b8-e447d6280ab2,TCGA-06-0747,20x,"(1.0, 4.000083333333333, 16.002805521219614, 32.01220829898324)"
271,TCGA-06-0747-01Z-00-DX5.d846c7c0-b0dc-41e7-b872-d8cdaf849ed3,TCGA-06-0747,20x,"(1.0, 4.000181085710088, 16.00341628378274)"
272,TCGA-06-0747-01Z-00-DX3.34c9713f-ce7a-4add-8142-cd56e4e9a7b2,TCGA-06-0747,20x,"(1.0, 4.000172523104852, 16.00157042253521)"
273,TCGA-06-0747-01Z-00-DX1.d00990ff-e213-4c7b-9643-6eb4b47d4613,TCGA-06-0747,20x,"(1.0, 4.000153624856157, 16.00456203007519)"
274,TCGA-06-0747-01Z-00-DX4.b69d6545-b545-486e-83bc-863330ee2083,TCGA-06-0747,20x,"(1.0, 4.000127825320094, 16.002602326189233)"
275,TCGA-06-0749-01Z-00-DX3.a2a7c65c-9629-4575-9a2a-b3c0c771a1fa,TCGA-06-0749,20x,"(1.0, 4.0002845948956365, 16.004627131782946)"
276,TCGA-06-0749-01Z-00-DX2.a57f0ede-6378-4e2a-b219-2fd6a36a4f65,TCGA-06-0749,20x,"(1.0, 4.0000591086416835, 16.003074739829707)"
277,TCGA-06-0749-01Z-00-DX1.5831460f-c2ad-46cf-8dd4-d99dbfd0760c,TCGA-06-0749,20x,"(1.0, 4.000225545770158, 16.001791541338633)"
278,TCGA-06-0749-01Z-00-DX4.d44dbb9e-345f-46b0-a023-a1258d384b6f,TCGA-06-0749,20x,"(1.0, 4.000224237940914, 16.002024426907177)"
279,TCGA-06-0750-01Z-00-DX2.a8d7b719-b24c-4403-b977-cd38f1e39709,TCGA-06-0750,20x,"(1.0, 4.0, 16.00208550573514)"
280,TCGA-06-0750-01Z-00-DX3.a8f15076-293c-4f54-b047-a32eaeccca11,TCGA-06-0750,20x,"(1.0, 4.00005, 16.001205530417295)"
281,TCGA-06-0750-01Z-00-DX4.50267490-2584-49d8-81c5-07c89090145b,TCGA-06-0750,20x,"(1.0, 4.000071428571429, 8.000142857142858)"
282,TCGA-06-0750-01Z-00-DX1.c20cc0a5-0514-4b58-a83e-e89b54d7fd59,TCGA-06-0750,20x,"(1.0, 4.000156344501578, 16.002285215112472)"
283,TCGA-06-0875-01Z-00-DX1.c04e2f8e-868d-455b-88b0-af5ee89bf319,TCGA-06-0875,20x,"(1.0, 4.000076923076923, 16.002592101216884)"
284,TCGA-06-0875-01Z-00-DX2.4495f7d7-07a3-413f-902c-825360989993,TCGA-06-0875,20x,"(1.0, 4.000207929026892, 16.003050471436495)"
285,TCGA-06-0876-01Z-00-DX2.62c8149d-ef50-40f9-b322-59fc242e63b4,TCGA-06-0876,20x,"(1.0, 4.000395722259247, 16.00425)"
286,TCGA-06-0876-01Z-00-DX1.4268ceff-f46b-4d72-8606-45e79d935325,TCGA-06-0876,20x,"(1.0, 4.000311878035912, 16.00401412244304)"
287,TCGA-06-0877-01Z-00-DX2.b5af1c90-e841-49a9-906e-73fd6cba57be,TCGA-06-0877,20x,"(1.0, 4.0, 16.001908396946565)"
288,TCGA-06-0877-01Z-00-DX1.b936af27-4f87-44ba-8bb7-8f3f5b994961,TCGA-06-0877,20x,"(1.0, 4.00014393698358, 16.001424306707293)"
289,TCGA-06-0878-01Z-00-DX1.75aa3e89-edcb-48c5-b778-7aae2085779f,TCGA-06-0878,20x,"(1.0, 4.0001694767221085, 16.002501164792868)"
290,TCGA-06-0878-01Z-00-DX2.6eb16ff4-4b68-47af-82a5-a04789308d2c,TCGA-06-0878,20x,"(1.0, 4.000208073241781, 16.001942286348502)"
291,TCGA-06-0879-01Z-00-DX2.a4d93673-f846-4518-90b8-f6f5070e8187,TCGA-06-0879,20x,"(1.0, 4.000070382882883, 16.00028153153153)"
292,TCGA-06-0879-01Z-00-DX1.644fc888-2c42-49dc-a461-072edd097f79,TCGA-06-0879,20x,"(1.0, 4.000166158169133, 16.001932109990634)"
293,TCGA-06-0881-01Z-00-DX2.791dd92e-eaa1-474e-a63f-6df4b4f872b7,TCGA-06-0881,20x,"(1.0, 4.00013770311209, 16.002754820936637)"
294,TCGA-06-0881-01Z-00-DX1.0051da3c-d88a-483d-ae4c-90fe378bf0c3,TCGA-06-0881,20x,"(1.0, 4.000161616817394, 16.00184125499974)"
295,TCGA-06-0882-01Z-00-DX1.90e658c5-a34f-435e-972f-938ea89d0a6b,TCGA-06-0882,20x,"(1.0, 4.000208161113454, 16.000832644453816)"
296,TCGA-06-0882-01Z-00-DX2.7ad706e3-002e-4e29-88a9-18953ba422bf,TCGA-06-0882,20x,"(1.0, 4.000143443550544, 16.004032111980237)"
297,TCGA-06-1084-01Z-00-DX2.f36f31e3-2d41-410c-a5b4-91f1f7508eec,TCGA-06-1084,20x,"(1.0, 4.000284656988329, 8.001708428246014)"
298,TCGA-06-1084-01Z-00-DX1.35d581fd-93f6-46ee-9dc7-b25f15e83080,TCGA-06-1084,20x,"(1.0, 4.000178860117824, 16.002688921778216)"
299,TCGA-06-1086-01Z-00-DX1.d8749609-d55c-4b29-b489-34f93c6c8e27,TCGA-06-1086,20x,"(1.0, 4.000135786918706, 16.00157304693247)"
300,TCGA-06-1087-01Z-00-DX2.1f91f05a-f277-4c98-9955-37e0c83b745f,TCGA-06-1087,20x,"(1.0, 4.000536288880944)"
301,TCGA-06-1087-01Z-00-DX1.2498ed55-5e6d-4e65-9a5d-f9be74c5f250,TCGA-06-1087,20x,"(1.0, 4.000171512558572, 8.000343025117145)"
302,TCGA-06-1800-01Z-00-DX1.0d4be66a-1d7d-499c-9a87-e1849f76c1b7,TCGA-06-1800,20x,"(1.0, 4.000283909605577, 16.00113563842231)"
303,TCGA-06-1800-01Z-00-DX2.0ae4e1b5-3390-4caa-8929-7e9d359f14d0,TCGA-06-1800,20x,"(1.0, 4.000372948781701, 8.000745897563402)"
304,TCGA-06-1801-01Z-00-DX1.94958ef7-74a5-415e-bd4c-a4e52e1f6551,TCGA-06-1801,20x,"(1.0, 4.000277154019139, 16.00229078014184)"
305,TCGA-06-1801-01Z-00-DX2.4244a136-5673-4082-a00a-e0ba19959c1d,TCGA-06-1801,20x,"(1.0, 4.000332963374029, 8.001554174067495)"
306,TCGA-06-1802-01Z-00-DX2.6bc3dbca-8385-482e-a33b-9b67f9938bb6,TCGA-06-1802,20x,"(1.0, 4.0000526315789475, 16.00021052631579)"
307,TCGA-06-1802-01Z-00-DX1.61b4d1f0-cb68-4da1-bf78-daafd5bf445f,TCGA-06-1802,20x,"(1.0, 4.000365697506499, 16.001462790025997)"
308,TCGA-06-1805-01Z-00-DX2.f917dda2-ae7d-403f-be46-b753059f8aaa,TCGA-06-1805,20x,"(1.0, 4.000281659825808, 16.004492108004165)"
309,TCGA-06-1805-01Z-00-DX1.d67221af-2dac-40fe-bc4a-e30aa3a5fbb9,TCGA-06-1805,20x,"(1.0, 4.000183605470369, 16.00405134328358)"
310,TCGA-08-0352-01Z-00-DX2.d1d43af6-fc93-4d1d-a432-8c5e9ee9b04f,TCGA-08-0352,20x,"(1.0, 4.000154260638361, 16.003347534423916)"
311,TCGA-08-0352-01Z-00-DX1.a5e552a6-6dcf-40c7-9e02-ce9e3f31059d,TCGA-08-0352,20x,"(1.0, 4.000288657012414, 16.002304177179703, 32.007731029099034)"
312,TCGA-08-0358-01Z-00-DX1.8510133b-16c5-4d60-813d-054b2cb3ad24,TCGA-08-0358,20x,"(1.0, 4.000173691027378, 16.00224342595074)"
313,TCGA-08-0517-01Z-00-DX1.eee6199e-5387-4198-b45d-0f0e16f7caf6,TCGA-08-0517,20x,"(1.0, 4.0001841554342406, 16.003443134222564)"
314,TCGA-08-0518-01Z-00-DX4.add6ab3d-5a80-46b0-8059-93ead260ab10,TCGA-08-0518,20x,"(1.0, 4.000066666666667, 16.001969518944232)"
315,TCGA-08-0518-01Z-00-DX2.cf1340b8-b75a-4da5-a36f-f9d60c99884b,TCGA-08-0518,20x,"(1.0, 4.0001591941471935, 16.002384359982525)"
316,TCGA-08-0518-01Z-00-DX3.d15a0575-e285-448e-8323-d14c05128393,TCGA-08-0518,20x,"(1.0, 4.0001539923138445, 16.003894769711163)"
