,slide_id,case_id,magnification,level_downsamples
474,TCGA-12-1095-01Z-00-DX3.7948F970-B60F-493C-9E18-65F7F5F7FCBE,TCGA-12-1095,20x,"(1.0, 4.00020744961761, 16.00232654303528, 32.00465308607056)"
475,TCGA-12-1095-01Z-00-DX2.23FBC78E-3DD2-4491-BAF7-EEE9FD1EBE35,TCGA-12-1095,20x,"(1.0, 4.000076063186776, 16.00295626416208)"
476,TCGA-12-1096-01Z-00-DX3.FEDB0228-30A1-4AAF-8595-D58ECE68ACBE,TCGA-12-1096,20x,"(1.0, 4.0001343363782915, 16.003113259346755, 32.01501075268817)"
477,TCGA-12-1096-01Z-00-DX2.4093A4AD-075A-4091-B888-A5D9FA40DC89,TCGA-12-1096,20x,"(1.0, 4.0000227200436225, 16.00333137045341, 32.015308569566635)"
478,TCGA-12-1096-01Z-00-DX1.A09B67D5-A6CE-41C8-A4B0-A3F89AA16443,TCGA-12-1096,20x,"(1.0, 4.000162915928972, 16.001432027800682, 32.00861143998816)"
479,TCGA-12-1096-01Z-00-DX4.853D57E2-0444-4623-BB23-6F75EA5087C2,TCGA-12-1096,20x,"(1.0, 4.0000227200436225, 16.00333137045341, 32.015308569566635)"
480,TCGA-12-1097-01Z-00-DX2.EDB67EBD-4BD2-4846-A2A8-58EFC131A5B8,TCGA-12-1097,20x,"(1.0, 4.0000227200436225, 16.00333137045341, 32.015308569566635)"
481,TCGA-12-1097-01Z-00-DX1.35178E9C-6C7C-4B9A-850F-FE997288B6ED,TCGA-12-1097,20x,"(1.0, 4.0000227200436225, 16.00333137045341, 32.015308569566635)"
482,TCGA-12-1097-01Z-00-DX3.164386D1-9C06-43AF-8E69-338893CC7291,TCGA-12-1097,20x,"(1.0, 4.000044718719256, 16.001759132290307, 32.009245461756265)"
483,TCGA-12-1098-01Z-00-DX1.53273BD2-BB87-49C5-95A2-32B9FADCF004,TCGA-12-1098,20x,"(1.0, 4.0000227200436225, 16.00333137045341, 32.015308569566635)"
484,TCGA-12-1098-01Z-00-DX2.0E53D331-D768-4328-A614-28DF8C6B755D,TCGA-12-1098,20x,"(1.0, 4.000094029149036, 16.00374963049554, 32.00749926099108)"
485,TCGA-12-1099-01Z-00-DX2.D3C080D8-CAE7-4A9C-A2DD-3CCAF4A3FFF3,TCGA-12-1099,20x,"(1.0, 4.0000227200436225, 16.00333137045341, 32.015308569566635)"
486,TCGA-12-1099-01Z-00-DX1.8AD15149-E35B-4294-9398-8208E78EE3B8,TCGA-12-1099,20x,"(1.0, 4.0000227200436225, 16.00333137045341, 32.015308569566635)"
487,TCGA-12-1099-01Z-00-DX3.9319D36E-23BA-44E0-8ED9-41DA3871DBD6,TCGA-12-1099,20x,"(1.0, 4.0000227200436225, 16.00333137045341, 32.015308569566635)"
488,TCGA-12-1598-01Z-00-DX2.2A4CDADD-272F-4C1A-82D4-E8EE0DB742A9,TCGA-12-1598,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
489,TCGA-12-1598-01Z-00-DX1.B827CBBB-7FC1-45DC-AC32-BC57009745C7,TCGA-12-1598,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
490,TCGA-12-1598-01Z-00-DX4.0B636310-8406-4776-B893-27B4CECB33F5,TCGA-12-1598,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
491,TCGA-12-1598-01Z-00-DX3.30FE66CA-5E4A-42AF-8BF2-3FD789678EAC,TCGA-12-1598,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
492,TCGA-12-1599-01Z-00-DX1.9EC541A8-03C6-43A9-877A-942F90810302,TCGA-12-1599,20x,"(1.0, 4.000146111003108, 16.000584444012432)"
493,TCGA-12-1599-01Z-00-DX2.1DA64E85-0826-4143-AD26-A98E06851B87,TCGA-12-1599,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
494,TCGA-12-1599-01Z-00-DX3.8833F97C-5897-41E4-8FE3-A98C16BB1C0C,TCGA-12-1599,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
495,TCGA-12-1600-01Z-00-DX2.8E6635EC-66CA-4C13-9AA6-7DE032B21C3B,TCGA-12-1600,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
496,TCGA-12-1600-01Z-00-DX1.3B8D681B-0DF9-447D-AD30-B8BA5ACE264C,TCGA-12-1600,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
497,TCGA-12-1602-01Z-00-DX2.35505B4C-3613-4536-9B8D-36283BDD9E9C,TCGA-12-1602,20x,"(1.0, 4.0, 16.002667304584833)"
498,TCGA-12-1602-01Z-00-DX1.FB995B06-B44A-46DA-AB1E-F65BDF4D872F,TCGA-12-1602,20x,"(1.0, 4.000186451681142, 16.003114714741116)"
499,TCGA-12-1602-01Z-00-DX4.101D2311-011B-4362-89C6-D8F0F0C28065,TCGA-12-1602,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
500,TCGA-12-1602-01Z-00-DX5.699D9FC4-F113-4DC5-8DCB-B00150AA8B98,TCGA-12-1602,20x,"(1.0, 4.0000444306215845, 16.002608945187106, 32.010679572778265)"
501,TCGA-12-1602-01Z-00-DX3.81B9C612-4CFF-46B0-A49C-2061EC9D9076,TCGA-12-1602,20x,"(1.0, 4.000223615170617, 16.003330699667853)"
502,TCGA-12-3644-01Z-00-DX2.ED74AF5C-8A72-49D6-83E7-21FA4F47CC1E,TCGA-12-3644,20x,"(1.0, 4.000074052132701, 16.001230351454673)"
503,TCGA-12-3644-01Z-00-DX1.2FCEC3DA-D09A-42BE-AAA1-35EC272B0895,TCGA-12-3644,20x,"(1.0, 4.0000605877006965, 16.004775679457417, 32.009551358914834)"
504,TCGA-12-3646-01Z-00-DX2.A4BF4903-5889-474A-97AB-C3CC2210EAD4,TCGA-12-3646,20x,"(1.0, 4.000128030044383, 16.001400811579444, 32.011822404371586)"
505,TCGA-12-3646-01Z-00-DX1.31628F37-ED94-452B-9667-B6AA8158CA47,TCGA-12-3646,20x,"(1.0, 4.0, 16.002630359971114)"
506,TCGA-12-3648-01Z-00-DX2.81CB183D-4474-488B-8964-927C4A656C42,TCGA-12-3648,20x,"(1.0, 4.000074858836396, 16.00289360469656)"
507,TCGA-12-3648-01Z-00-DX3.9172F115-4C1C-44CD-813F-492A9C08E88E,TCGA-12-3648,20x,"(1.0, 4.000090884304281, 16.002545454545455)"
508,TCGA-12-3648-01Z-00-DX1.BB8213F9-1553-45D3-9F5C-DE8519B0F0CD,TCGA-12-3648,20x,"(1.0, 4.000158233543143, 16.004765439584233)"
509,TCGA-12-3649-01Z-00-DX3.23C7DD3E-4B58-42A7-A0AD-B7F2B004C733,TCGA-12-3649,20x,"(1.0, 4.0, 16.001857233738747, 32.011659842408804)"
510,TCGA-12-3649-01Z-00-DX1.8AD22447-2D97-43BE-BDF1-40F51180508A,TCGA-12-3649,20x,"(1.0, 4.0, 16.00114263949724, 32.012141843971634)"
511,TCGA-12-3649-01Z-00-DX2.19366BF0-743A-46BA-BE74-07DC752E0779,TCGA-12-3649,20x,"(1.0, 4.000103866502739, 16.001592747430994, 32.00318549486199)"
512,TCGA-12-3650-01Z-00-DX2.454C5969-2EAD-4521-9662-11D814257B93,TCGA-12-3650,20x,"(1.0, 4.000150651813345, 16.002375735040516, 32.01312255662427)"
513,TCGA-12-3650-01Z-00-DX1.3FC24EDA-D166-4868-99BA-B4A71924E409,TCGA-12-3650,20x,"(1.0, 4.0, 16.000898069151326)"
514,TCGA-12-3651-01Z-00-DX4.CCABF491-326A-42B1-B106-605205FF3849,TCGA-12-3651,20x,"(1.0, 4.0001323451561674, 16.00305747629973, 32.011766041162225)"
515,TCGA-12-3651-01Z-00-DX3.46281DC8-8E79-49FA-BA05-91569C19AF15,TCGA-12-3651,20x,"(1.0, 4.000128019117522, 16.002059624988394, 32.00958454707179)"
516,TCGA-12-3651-01Z-00-DX1.D6E342B8-0091-4543-B091-C894A64C04B1,TCGA-12-3651,20x,"(1.0, 4.000085287846482, 16.002139612882, 32.009740675280355)"
517,TCGA-12-3651-01Z-00-DX2.AF4FB861-2529-4C10-ABF5-6BB6329AD091,TCGA-12-3651,20x,"(1.0, 4.000071408169095, 16.00294167517306)"
518,TCGA-12-3652-01Z-00-DX1.BC31A966-8D64-4447-ACFE-1ED4BB95FEE6,TCGA-12-3652,20x,"(1.0, 4.000222538256947, 16.00353799349496, 32.01439089792484)"
519,TCGA-12-3652-01Z-00-DX3.946EF480-D6C3-4673-85F5-4368A452AB0B,TCGA-12-3652,20x,"(1.0, 4.000090884304281, 16.004862951648583)"
520,TCGA-12-3652-01Z-00-DX2.B207316E-77EB-4827-96C6-59BEBD2CFD9F,TCGA-12-3652,20x,"(1.0, 4.0000444306215845, 16.002608945187106, 32.010679572778265)"
521,TCGA-12-3652-01Z-00-DX4.353A9D45-955F-4DEA-A4C0-0A7A29B1F8E1,TCGA-12-3652,20x,"(1.0, 4.000180161911515, 16.00280774023816)"
522,TCGA-12-3653-01Z-00-DX3.7A9DE9AC-76BA-4FDF-90BF-D47B2276E195,TCGA-12-3653,20x,"(1.0, 4.000157977883097, 16.003160556257903)"
523,TCGA-12-3653-01Z-00-DX4.47B8A4CF-3B51-4C0B-944B-E84326CFF973,TCGA-12-3653,20x,"(1.0, 4.0000444306215845, 16.002608945187106, 32.010679572778265)"
524,TCGA-12-3653-01Z-00-DX1.B8E0B7A4-84B1-4200-8B82-9A4A6F51F8B5,TCGA-12-3653,20x,"(1.0, 4.0001409641950945, 16.002204480875598, 32.0079649122807)"
525,TCGA-12-3653-01Z-00-DX2.0ABC309A-EE6B-4346-B6F0-59BDB90E922F,TCGA-12-3653,20x,"(1.0, 4.000085280573085, 16.002821973850953, 32.01110586299366)"
526,TCGA-14-0783-01Z-00-DX4.0c9a4099-ce38-4dd5-ad10-3467f0735985,TCGA-14-0783,20x,"(1.0, 4.000167544302094, 16.001477320419696)"
527,TCGA-14-0783-01Z-00-DX2.5317722f-f0da-48f4-9d13-9e3b102ae32f,TCGA-14-0783,20x,"(1.0, 4.000055555555555, 16.00022222222222)"
528,TCGA-14-0783-01Z-00-DX3.a81fa8d1-63a7-4f1f-9a47-2b3b89a2bd0d,TCGA-14-0783,20x,"(1.0, 4.00012032832693, 16.001263805052538)"
529,TCGA-14-0783-01Z-00-DX1.904587e4-393d-4e4d-9337-ff2655f87ca8,TCGA-14-0783,20x,"(1.0, 4.000175145255491, 16.001486474233033)"
530,TCGA-14-0786-01Z-00-DX1.af5e1f7d-4b04-4b8c-a98d-14361400fe94,TCGA-14-0786,20x,"(1.0, 4.000234934130617, 16.002684318734033)"
531,TCGA-14-0786-01Z-00-DX3.395dc39e-0e6e-47c3-84e3-7fc7a4a73c9c,TCGA-14-0786,20x,"(1.0, 4.000174256150702, 16.002254732806136)"
532,TCGA-14-0786-01Z-00-DX2.9dd57cfe-f467-4796-a491-48b737a6248c,TCGA-14-0786,20x,"(1.0, 4.000182419437298, 16.00326252557067)"
533,TCGA-14-0787-01Z-00-DX2.cae9033c-a793-49d6-ab22-366675ac1568,TCGA-14-0787,20x,"(1.0, 4.000052121338475, 16.001825314311176)"
534,TCGA-14-0787-01Z-00-DX1.8ad41d8d-e177-4f07-98d5-ca55d4f9db46,TCGA-14-0787,20x,"(1.0, 4.000579240106971, 16.00602527945191)"
535,TCGA-14-0789-01Z-00-DX2.5e913c82-e017-4cc0-bbad-a447b7b1757e,TCGA-14-0789,20x,"(1.0, 4.000382354200339, 16.002379418126488)"
536,TCGA-14-0789-01Z-00-DX4.76e3eef7-b6ee-45aa-9ada-24e48da42be4,TCGA-14-0789,20x,"(1.0, 4.0, 16.002014098690836)"
537,TCGA-14-0789-01Z-00-DX5.023e0d23-04a2-4a94-b8b8-0b6231cc08f2,TCGA-14-0789,20x,"(1.0, 4.000471274788312, 16.00188509915325)"
538,TCGA-14-0789-01Z-00-DX6.dcee0120-1d46-4ab2-a6a8-1906b2c7f1c3,TCGA-14-0789,20x,"(1.0, 4.000107374727566, 16.003385254900827, 32.006770509801655)"
539,TCGA-14-0789-01Z-00-DX1.a6b2d058-a096-4604-bd9b-0e1dc4c2de45,TCGA-14-0789,20x,"(1.0, 4.000120513401355, 16.004794808712692)"
540,TCGA-14-0789-01Z-00-DX3.8a64c7a6-7f8a-4567-a57d-036f610a17ee,TCGA-14-0789,20x,"(1.0, 4.000164626141535, 16.002173189885937, 32.0104085635177)"
541,TCGA-14-0789-01Z-00-DX7.0a15d486-2455-433b-bb96-155834c23b59,TCGA-14-0789,20x,"(1.0, 4.000094375235938, 16.000377500943753)"
542,TCGA-14-0813-01Z-00-DX1.e61a79e4-80bb-49b7-b089-278eb5eabc2d,TCGA-14-0813,20x,"(1.0, 4.000040879731829, 16.002978782501607)"
543,TCGA-14-0813-01Z-00-DX3.1d6ed1db-6096-4f2d-a613-41aa8b172e89,TCGA-14-0813,20x,"(1.0, 4.000392034377407, 16.003721207235813)"
544,TCGA-14-0813-01Z-00-DX2.f5ed7484-739f-4f90-bd88-1ebe4623bd89,TCGA-14-0813,20x,"(1.0, 4.000419600159703, 16.009668503399194)"
545,TCGA-14-0817-01Z-00-DX1.e9d56141-af70-4a31-9b08-5fca4d541e25,TCGA-14-0817,20x,"(1.0, 4.00014865467519, 16.004164187983342)"
546,TCGA-14-0817-01Z-00-DX2.dfc6136c-77e9-45c2-87f1-5b340229a128,TCGA-14-0817,20x,"(1.0, 4.000226389668523, 16.00691317279581)"
547,TCGA-14-0817-01Z-00-DX3.636820c0-c393-4590-bbe6-b56fe29e6b28,TCGA-14-0817,20x,"(1.0, 4.000104788850466, 16.00293501048218)"
548,TCGA-14-0867-01Z-00-DX1.4fa49d35-0a00-4ab6-b521-28401389a469,TCGA-14-0867,20x,"(1.0, 4.000145503928606, 16.001737243469744, 32.009686721542295)"
549,TCGA-14-0867-01Z-00-DX3.fa65c92f-2b67-4932-a468-3aab1d0fc6d3,TCGA-14-0867,20x,"(1.0, 4.000157893292474, 16.001024047474388)"
550,TCGA-14-0867-01Z-00-DX2.f2d7d9bd-85d4-47f0-a14f-923ea14626fb,TCGA-14-0867,20x,"(1.0, 4.000426575074626, 16.00398195302086)"
551,TCGA-14-0871-01Z-00-DX1.2832fa80-2d82-4304-9a04-cac90ce6487c,TCGA-14-0871,20x,"(1.0, 4.000368253957001, 16.002399880402557)"
552,TCGA-14-0871-01Z-00-DX2.90dac59c-0008-4105-80de-48b701eff68f,TCGA-14-0871,20x,"(1.0, 4.000077797854006, 16.001645729537366)"
553,TCGA-14-0871-01Z-00-DX3.e14ebe53-ddeb-41f1-9ff3-b7a635f7e745,TCGA-14-0871,20x,"(1.0, 4.0001255890647744, 16.002084319244858)"
554,TCGA-14-1034-01Z-00-DX2.08f09fde-3f37-4262-8880-9d924a89501a,TCGA-14-1034,20x,"(1.0, 4.0000526315789475, 16.001045948203846)"
555,TCGA-14-1034-01Z-00-DX1.3f594769-d805-4ecf-ab88-458c7d712299,TCGA-14-1034,20x,"(1.0, 4.000282126489459, 16.002176277781935, 32.01639835736039)"
556,TCGA-14-1034-01Z-00-DX3.e0e02544-ae8a-476f-b380-dace7a3c6f2a,TCGA-14-1034,20x,"(1.0, 4.000200555426085, 16.00080222170434)"
557,TCGA-14-1037-01Z-00-DX1.4a7c2db6-d389-4194-ac24-8a739c68c7f3,TCGA-14-1037,20x,"(1.0, 4.0002373048013045, 16.001881701631703)"
558,TCGA-14-1037-01Z-00-DX2.719144c7-139e-43c6-91d1-131b1876a4f5,TCGA-14-1037,20x,"(1.0, 4.000183997718274, 16.002347026446504, 32.0111420897126)"
559,TCGA-14-1396-01Z-00-DX1.ce29c5a9-6823-41be-9d07-f482a4539dad,TCGA-14-1396,20x,"(1.0, 4.0002193001443, 16.003186836027712, 32.006373672055425)"
560,TCGA-14-1401-01Z-00-DX1.fb948ba3-4128-45cc-a22c-160f1a5e227f,TCGA-14-1401,20x,"(1.0, 4.000177850712431, 16.002715536335828)"
561,TCGA-14-1401-01Z-00-DX3.9c8079a8-47b1-4c85-8dc7-96c3a3229eab,TCGA-14-1401,20x,"(1.0, 4.000249680054067, 16.004106220150756)"
562,TCGA-14-1401-01Z-00-DX2.c9d44615-8e8b-4434-ad30-46724c025d37,TCGA-14-1401,20x,"(1.0, 4.000213169739462, 16.002930735930736)"
563,TCGA-14-1402-01Z-00-DX3.c3663e36-b946-47de-ab1e-902dd9b97c06,TCGA-14-1402,20x,"(1.0, 4.000107958749538, 16.000431834998153)"
564,TCGA-14-1402-01Z-00-DX1.4b781667-3c35-48c5-8ae0-33ab7046a07b,TCGA-14-1402,20x,"(1.0, 4.000066666666667, 16.001299724517906)"
565,TCGA-14-1402-01Z-00-DX2.740c528c-6705-4bff-9130-3236f3d76b46,TCGA-14-1402,20x,"(1.0, 4.000465693883887, 8.002173913043478)"
566,TCGA-14-1451-01Z-00-DX2.df362448-224c-49ec-889d-50b3ab7f4f66,TCGA-14-1451,20x,"(1.0, 4.000234648324488, 16.001909555442005)"
567,TCGA-14-1451-01Z-00-DX5.1b7e4d47-115e-4761-a641-5820fd92582e,TCGA-14-1451,20x,"(1.0, 4.000173355060797, 16.001635982825427)"
568,TCGA-14-1451-01Z-00-DX7.7ddf944d-c184-4374-b3b1-60efbb6b6645,TCGA-14-1451,20x,"(1.0, 4.000174478782554, 16.003623495599065)"
569,TCGA-14-1451-01Z-00-DX4.055c27bd-a195-4c6e-8c2e-962bc0da5676,TCGA-14-1451,20x,"(1.0, 4.000104066276425, 16.002745514147687)"
570,TCGA-14-1451-01Z-00-DX1.e97169f1-5aa9-41f1-9780-349d5744bfae,TCGA-14-1451,20x,"(1.0, 4.000071428571429, 16.002592519360686, 32.01134065934066)"
571,TCGA-14-1451-01Z-00-DX3.f9b91681-4b4c-4cce-bf80-3e4b5dbc8451,TCGA-14-1451,20x,"(1.0, 4.000213648265328, 16.002600698384985)"
572,TCGA-14-1451-01Z-00-DX6.5c217432-c84e-4c99-b5d6-c9e330490063,TCGA-14-1451,20x,"(1.0, 4.00008695652174, 16.001179081282302)"
573,TCGA-14-1452-01Z-00-DX5.6ed874c2-ccf1-48a8-a54a-5780e0bc41f7,TCGA-14-1452,20x,"(1.0, 4.000074074074075, 16.00289820436221)"
574,TCGA-14-1452-01Z-00-DX3.8c053f2c-4525-47b5-b82b-0d842e38f00c,TCGA-14-1452,20x,"(1.0, 4.000071428571429, 16.001871128475173)"
575,TCGA-14-1452-01Z-00-DX4.ea6e3c27-3f3c-4050-be05-7f657f556750,TCGA-14-1452,20x,"(1.0, 4.000217553927346, 16.003248513674198)"
576,TCGA-14-1452-01Z-00-DX1.767185c9-6688-4264-9d2d-855d09477a64,TCGA-14-1452,20x,"(1.0, 4.000347238041002, 16.001388952164007)"
577,TCGA-14-1452-01Z-00-DX2.0a482b56-e322-488c-af00-492a7d41caeb,TCGA-14-1452,20x,"(1.0, 4.000234109554022, 16.00484300595238)"
578,TCGA-14-1453-01Z-00-DX3.d85f42df-ac7e-45b5-807e-929204bf3c87,TCGA-14-1453,20x,"(1.0, 4.00013537798213, 16.002091336354297)"
579,TCGA-14-1453-01Z-00-DX2.e761a338-0856-48ba-bdd8-dd9f59a47d5b,TCGA-14-1453,20x,"(1.0, 4.000066666666667, 8.000133333333334)"
580,TCGA-14-1453-01Z-00-DX4.023ea4a4-364c-4785-af1c-16e580cda290,TCGA-14-1453,20x,"(1.0, 4.000083333333333, 16.000333333333334)"
581,TCGA-14-1453-01Z-00-DX1.214c0e86-4eaa-495e-ab57-4507ac1db596,TCGA-14-1453,20x,"(1.0, 4.000113211819314, 16.001358695652172)"
582,TCGA-14-1454-01Z-00-DX1.b61db33c-e8d4-4740-b565-5e62bc13e606,TCGA-14-1454,20x,"(1.0, 4.000147158387793, 16.001488748874888)"
583,TCGA-14-1454-01Z-00-DX3.fecc5a30-809d-4654-aad5-39c8b1b70607,TCGA-14-1454,20x,"(1.0, 4.000221992008288, 16.002072232089994)"
584,TCGA-14-1454-01Z-00-DX2.91c3b5b3-8640-408a-956b-7df581d85121,TCGA-14-1454,20x,"(1.0, 4.000047619047619, 16.002992904962078)"
585,TCGA-14-1455-01Z-00-DX2.0cb23f34-d753-4c94-b495-51c602f192df,TCGA-14-1455,20x,"(1.0, 4.000088235294118, 16.00189555590844, 32.0099651416122)"
586,TCGA-14-1455-01Z-00-DX1.2414bc22-6d0d-452f-bb48-8b38ff6609fe,TCGA-14-1455,20x,"(1.0, 4.000295845088484, 16.001183380353936)"
587,TCGA-14-1458-01Z-00-DX2.1839e27f-381d-463e-b30e-c38f0b2835c6,TCGA-14-1458,20x,"(1.0, 4.000375787392524, 16.006288553551713)"
588,TCGA-14-1458-01Z-00-DX3.2cd0e033-ffb3-4a08-aa8b-571aa8d3b764,TCGA-14-1458,20x,"(1.0, 4.00021520710835, 16.00164091667115)"
589,TCGA-14-1458-01Z-00-DX5.e2cebf01-8e38-4e60-b3b1-acb100f23ac8,TCGA-14-1458,20x,"(1.0, 4.000083333333333, 16.00192632417364)"
590,TCGA-14-1458-01Z-00-DX4.c04960ec-9804-4665-8f3b-dc170d15429c,TCGA-14-1458,20x,"(1.0, 4.000168561918348, 16.00230498709064)"
591,TCGA-14-1458-01Z-00-DX1.35dbc89f-a754-4eac-ad20-40bc44c8fd09,TCGA-14-1458,20x,"(1.0, 4.0000800000000005, 16.00264288037166)"
592,TCGA-14-1459-01Z-00-DX1.cb8ebe63-8e53-4ab9-af3a-b34de40bd13b,TCGA-14-1459,20x,"(1.0, 4.000331981740415, 16.002688644688646)"
593,TCGA-14-1459-01Z-00-DX2.ca23cd3e-6503-463c-a79f-c132f64bf08d,TCGA-14-1459,20x,"(1.0, 4.000336172120125, 8.00067234424025)"
594,TCGA-14-1459-01Z-00-DX5.1e299bfc-3fe7-400f-994e-eea4cb9da334,TCGA-14-1459,20x,"(1.0, 4.00005, 16.002021493624774)"
595,TCGA-14-1459-01Z-00-DX4.84416aca-ea5f-453e-a4e3-e130d3240420,TCGA-14-1459,20x,"(1.0, 4.000071428571429, 16.002592519360686, 32.01134065934066)"
596,TCGA-14-1459-01Z-00-DX3.32c518cd-8044-40c4-a27d-6abf93237e86,TCGA-14-1459,20x,"(1.0, 4.000058823529412, 16.000235294117648)"
597,TCGA-14-1794-01Z-00-DX1.90a1497f-3308-4c70-afc9-4fbfd6e378e5,TCGA-14-1794,20x,"(1.0, 4.000148530881906, 16.001637454355766)"
598,TCGA-14-1794-01Z-00-DX2.3e13a3c1-8a7c-4b0a-8a6b-af1683a67be9,TCGA-14-1794,20x,"(1.0, 4.000051904910205, 16.001038205980066)"
599,TCGA-14-1795-01Z-00-DX5.58c9a128-c07e-4e4c-bb1a-3da364bce45b,TCGA-14-1795,20x,"(1.0, 4.000172432600904, 16.000689730403614)"
600,TCGA-14-1795-01Z-00-DX4.959a2462-9bd6-431c-b12e-e50e57043c7b,TCGA-14-1795,20x,"(1.0, 4.000208184830011, 16.003322559510814)"
601,TCGA-14-1795-01Z-00-DX2.9bbd2c20-2ef5-4df7-b5dd-bf0dd8a3d587,TCGA-14-1795,20x,"(1.0, 4.000222503793569, 16.00428584101929, 32.02109653900865)"
602,TCGA-14-1795-01Z-00-DX1.ef38b022-4f63-4ec2-a26b-3900d6bc73fc,TCGA-14-1795,20x,"(1.0, 4.000148709411196, 16.000594837644783, 32.00893434314675)"
603,TCGA-14-1795-01Z-00-DX7.48dbcbc9-52b6-4325-9c2f-55452f0a9065,TCGA-14-1795,20x,"(1.0, 4.000110173783012, 16.001441727441726)"
604,TCGA-14-1795-01Z-00-DX6.9e3232ce-11f2-4851-92ff-7386d5065b4d,TCGA-14-1795,20x,"(1.0, 4.00022219974535, 16.002698088504843)"
605,TCGA-14-1795-01Z-00-DX3.5311d61e-195e-4f91-be73-7bbb2745a519,TCGA-14-1795,20x,"(1.0, 4.00010149330587, 16.00205414091471)"
606,TCGA-14-1821-01Z-00-DX2.7c41e66e-2fb1-4a80-9c92-5ca34955f38c,TCGA-14-1821,20x,"(1.0, 4.000135373293309, 16.002866229806443)"
607,TCGA-14-1821-01Z-00-DX1.eef79762-89fb-47f5-9f43-1e6a906e5745,TCGA-14-1821,20x,"(1.0, 4.000077942322681, 16.004054897067995)"
608,TCGA-14-1821-01Z-00-DX3.48d826df-c9d8-4d7c-8236-c687886471b4,TCGA-14-1821,20x,"(1.0, 4.000071428571429, 16.000285714285717)"
609,TCGA-14-1823-01Z-00-DX4.2c0b643d-e181-40f7-a6b2-cab517151f85,TCGA-14-1823,20x,"(1.0, 4.000108719286802, 8.001087429317096)"
610,TCGA-14-1823-01Z-00-DX1.129ce4ca-bc8b-4e9c-8647-166610f9e42f,TCGA-14-1823,20x,"(1.0, 4.000202249388753, 16.004723131115462)"
611,TCGA-14-1823-01Z-00-DX3.082bdc85-6d24-43e6-9772-d25601f13e4a,TCGA-14-1823,20x,"(1.0, 4.000223048003853, 16.00346199143469)"
612,TCGA-14-1823-01Z-00-DX2.ad28794f-a4b0-4b2f-9707-df5db6564697,TCGA-14-1823,20x,"(1.0, 4.0001747984287785, 16.002353538934187, 32.004707077868375)"
613,TCGA-14-1825-01Z-00-DX1.f09203b7-73b2-4600-a92e-b097508b86ba,TCGA-14-1825,20x,"(1.0, 4.000071428571429, 16.000285714285717)"
614,TCGA-14-1825-01Z-00-DX4.b85367d0-ea6d-496e-8ef7-d6ce24ccf0cb,TCGA-14-1825,20x,"(1.0, 4.000190550382261, 16.000762201529042)"
615,TCGA-14-1825-01Z-00-DX3.a3bdaf02-431f-4a5b-a839-fae1bda3dd3b,TCGA-14-1825,20x,"(1.0, 4.000249556737589, 16.000998226950355)"
616,TCGA-14-1825-01Z-00-DX2.14bb8a54-f8ac-45bc-95aa-cfed2c2a55a6,TCGA-14-1825,20x,"(1.0, 4.000412815620146, 16.006980746003553)"
617,TCGA-14-1827-01Z-00-DX2.5c7ae9e9-c8e2-405e-8837-30b60045da70,TCGA-14-1827,20x,"(1.0, 4.000198121394661, 16.002344790964607)"
618,TCGA-14-1827-01Z-00-DX1.46ab4842-db0c-4ed6-aa2d-c70283aec1af,TCGA-14-1827,20x,"(1.0, 4.000275260613826, 16.004364017711488)"
619,TCGA-14-1829-01Z-00-DX5.915b6879-d64b-4c47-a67f-8aad4a006ffa,TCGA-14-1829,20x,"(1.0, 4.000183599466439, 16.002910824395045)"
620,TCGA-14-1829-01Z-00-DX3.a694c100-ecef-41ad-9034-564de2b2a307,TCGA-14-1829,20x,"(1.0, 4.000336673511294, 16.001346694045175)"
621,TCGA-14-1829-01Z-00-DX7.7cd4194a-15b5-4d94-a564-d35655c3e34f,TCGA-14-1829,20x,"(1.0, 4.000204464009886, 16.00329023485785)"
622,TCGA-14-1829-01Z-00-DX1.0cdf6765-4947-4635-9b87-987b70a66562,TCGA-14-1829,20x,"(1.0, 4.000116725117581, 16.002424865394026)"
623,TCGA-14-1829-01Z-00-DX8.1345a705-eac9-42c0-9bff-d5730dd4383f,TCGA-14-1829,20x,"(1.0, 4.000170757821536, 16.0030042266638)"
624,TCGA-14-1829-01Z-00-DX4.45034413-612f-49b8-9ec1-251e9b18bab1,TCGA-14-1829,20x,"(1.0, 4.000211750790697, 16.003474188975062)"
625,TCGA-14-1829-01Z-00-DX6.b1abc69f-9d09-4d7c-8814-dc14a4d7fe0b,TCGA-14-1829,20x,"(1.0, 4.00026964559268, 16.004060967528165)"
626,TCGA-14-1829-01Z-00-DX2.2c324a98-97a7-4c0e-ab48-f28d3a83170f,TCGA-14-1829,20x,"(1.0, 4.000182188937751, 16.002703211195634)"
627,TCGA-15-0742-01Z-00-DX1.5a21713f-a918-46ad-b09d-5cfd010384f8,TCGA-15-0742,20x,"(1.0, 4.00028302322227, 8.00056604644454)"
